state,state_name,age,population,state_total_population
ME,Maine,3,13104,1344212
ME,Maine,4,13332,1344212
ME,Maine,5,13305,1344212
ME,Maine,6,13456,1344212
ME,Maine,7,13373,1344212
ME,Maine,8,13366,1344212
ME,Maine,9,13924,1344212
ME,Maine,10,13915,1344212
ME,Maine,11,14400,1344212
ME,Maine,12,14691,1344212
ME,Maine,13,14747,1344212
ME,Maine,14,14923,1344212
ME,Maine,15,14885,1344212
ME,Maine,16,15138,1344212
ME,Maine,17,15182,1344212
ME,Maine,18,16052,1344212
ME,Maine,19,16264,1344212
ME,Maine,20,15430,1344212
ME,Maine,21,14953,1344212
ME,Maine,22,14784,1344212
ME,Maine,23,14509,1344212
ME,Maine,24,14940,1344212
ME,Maine,25,15561,1344212
ME,Maine,26,15885,1344212
ME,Maine,27,16330,1344212
ME,Maine,28,16600,1344212
ME,Maine,29,16668,1344212
ME,Maine,30,16527,1344212
ME,Maine,31,16376,1344212
ME,Maine,32,16111,1344212
ME,Maine,33,16486,1344212
ME,Maine,34,16264,1344212
ME,Maine,35,15523,1344212
ME,Maine,36,15772,1344212
ME,Maine,37,15941,1344212
ME,Maine,38,15715,1344212
ME,Maine,39,16214,1344212
ME,Maine,40,15340,1344212
ME,Maine,41,15182,1344212
ME,Maine,42,14801,1344212
ME,Maine,43,14477,1344212
ME,Maine,44,15110,1344212
ME,Maine,45,15036,1344212
ME,Maine,46,15468,1344212
ME,Maine,47,16746,1344212
ME,Maine,48,17949,1344212
ME,Maine,49,18109,1344212
ME,Maine,50,17568,1344212
ME,Maine,51,17558,1344212
ME,Maine,52,18094,1344212
ME,Maine,53,18635,1344212
ME,Maine,54,19567,1344212
ME,Maine,55,20536,1344212
ME,Maine,56,20945,1344212
ME,Maine,57,21291,1344212
ME,Maine,58,21634,1344212
ME,Maine,59,21511,1344212
ME,Maine,60,21469,1344212
ME,Maine,61,21685,1344212
ME,Maine,62,21385,1344212
ME,Maine,63,20675,1344212
ME,Maine,64,20429,1344212
ME,Maine,65,20161,1344212
ME,Maine,66,19564,1344212
ME,Maine,67,18755,1344212
ME,Maine,68,17928,1344212
ME,Maine,69,17362,1344212
ME,Maine,70,17095,1344212
ME,Maine,71,16973,1344212
ME,Maine,72,17518,1344212
ME,Maine,73,11988,1344212
ME,Maine,74,11735,1344212
ME,Maine,75,11680,1344212
ME,Maine,76,11757,1344212
ME,Maine,77,9923,1344212
ME,Maine,78,8684,1344212
ME,Maine,79,8018,1344212
ME,Maine,80,7441,1344212
ME,Maine,81,7029,1344212
ME,Maine,82,6394,1344212
ME,Maine,83,5939,1344212
ME,Maine,84,5521,1344212
ME,Maine,85+,33800,1344212
MD,Maryland,0,69926,6045680
MD,Maryland,1,71658,6045680
MD,Maryland,2,72309,6045680
MD,Maryland,3,73738,6045680
MD,Maryland,4,74306,6045680
MD,Maryland,5,73246,6045680
MD,Maryland,6,73366,6045680
MD,Maryland,7,74072,6045680
MD,Maryland,8,75067,6045680
MD,Maryland,9,74804,6045680
MD,Maryland,10,73727,6045680
MD,Maryland,11,76574,6045680
MD,Maryland,12,76406,6045680
MD,Maryland,13,75370,6045680
MD,Maryland,14,75237,6045680
MD,Maryland,15,75230,6045680
MD,Maryland,16,74773,6045680
MD,Maryland,17,74878,6045680
MD,Maryland,18,78815,6045680
MD,Maryland,19,76219,6045680
MD,Maryland,20,74171,6045680
MD,Maryland,21,73700,6045680
MD,Maryland,22,72874,6045680
MD,Maryland,23,73604,6045680
MD,Maryland,24,76766,6045680
MD,Maryland,25,78483,6045680
MD,Maryland,26,81126,6045680
MD,Maryland,27,81877,6045680
MD,Maryland,28,84256,6045680
MD,Maryland,29,86402,6045680
MD,Maryland,30,83597,6045680
MD,Maryland,31,83356,6045680
MD,Maryland,32,83263,6045680
MD,Maryland,33,83217,6045680
MD,Maryland,34,83672,6045680
MD,Maryland,35,81643,6045680
MD,Maryland,36,82334,6045680
MD,Maryland,37,82113,6045680
MD,Maryland,38,81828,6045680
MD,Maryland,39,82610,6045680
MD,Maryland,40,76978,6045680
MD,Maryland,41,74926,6045680
MD,Maryland,42,74326,6045680
MD,Maryland,43,71912,6045680
MD,Maryland,44,73543,6045680
MD,Maryland,45,70525,6045680
MD,Maryland,46,72601,6045680
MD,Maryland,47,77094,6045680
MD,Maryland,48,81970,6045680
MD,Maryland,49,83584,6045680
MD,Maryland,50,80112,6045680
MD,Maryland,51,79955,6045680
MD,Maryland,52,80341,6045680
MD,Maryland,53,82443,6045680
MD,Maryland,54,86842,6045680
MD,Maryland,55,88216,6045680
MD,Maryland,56,86816,6045680
MD,Maryland,57,85611,6045680
MD,Maryland,58,85741,6045680
MD,Maryland,59,85304,6045680
MD,Maryland,60,82389,6045680
MD,Maryland,61,80049,6045680
MD,Maryland,62,78060,6045680
MD,Maryland,63,73914,6045680
MD,Maryland,64,72419,6045680
MD,Maryland,65,68109,6045680
MD,Maryland,66,65595,6045680
MD,Maryland,67,61523,6045680
MD,Maryland,68,59935,6045680
MD,Maryland,69,57359,6045680
MD,Maryland,70,55715,6045680
MD,Maryland,71,54976,6045680
MD,Maryland,72,56581,6045680
MD,Maryland,73,41308,6045680
MD,Maryland,74,40481,6045680
MD,Maryland,75,38574,6045680
MD,Maryland,76,39420,6045680
MD,Maryland,77,33969,6045680
MD,Maryland,78,30238,6045680
MD,Maryland,79,27751,6045680
MD,Maryland,80,25654,6045680
MD,Maryland,81,23889,6045680
MD,Maryland,82,21199,6045680
MD,Maryland,83,19574,6045680
MD,Maryland,84,18153,6045680
MD,Maryland,85+,119393,6045680
MA,Massachusetts,0,70791,6892503
MA,Massachusetts,1,70819,6892503
MA,Massachusetts,2,71300,6892503
MA,Massachusetts,3,71913,6892503
MA,Massachusetts,4,72539,6892503
MA,Massachusetts,5,72797,6892503
MA,Massachusetts,6,73268,6892503
MA,Massachusetts,7,73611,6892503
MA,Massachusetts,8,74839,6892503
MA,Massachusetts,9,73935,6892503
MA,Massachusetts,10,73749,6892503
MA,Massachusetts,11,76197,6892503
MA,Massachusetts,12,77005,6892503
MA,Massachusetts,13,77354,6892503
MA,Massachusetts,14,78280,6892503
MA,Massachusetts,15,80675,6892503
MA,Massachusetts,16,81506,6892503
MA,Massachusetts,17,82222,6892503
MA,Massachusetts,18,97816,6892503
MA,Massachusetts,19,107615,6892503
MA,Massachusetts,20,102592,6892503
MA,Massachusetts,21,98606,6892503
MA,Massachusetts,22,94852,6892503
MA,Massachusetts,23,92866,6892503
MA,Massachusetts,24,96374,6892503
MA,Massachusetts,25,99135,6892503
MA,Massachusetts,26,100800,6892503
MA,Massachusetts,27,101116,6892503
MA,Massachusetts,28,100927,6892503
MA,Massachusetts,29,102528,6892503
MA,Massachusetts,30,100545,6892503
MA,Massachusetts,31,99594,6892503
MA,Massachusetts,32,98048,6892503
MA,Massachusetts,33,96398,6892503
MA,Massachusetts,34,95363,6892503
MA,Massachusetts,35,90620,6892503
MA,Massachusetts,36,90693,6892503
MA,Massachusetts,37,89258,6892503
MA,Massachusetts,38,86651,6892503
MA,Massachusetts,39,87579,6892503
MA,Massachusetts,40,83429,6892503
MA,Massachusetts,41,81618,6892503
MA,Massachusetts,42,79648,6892503
MA,Massachusetts,43,78283,6892503
MA,Massachusetts,44,80594,6892503
MA,Massachusetts,45,78971,6892503
MA,Massachusetts,46,80813,6892503
MA,Massachusetts,47,85019,6892503
MA,Massachusetts,48,90691,6892503
MA,Massachusetts,49,93562,6892503
MA,Massachusetts,50,90298,6892503
MA,Massachusetts,51,90374,6892503
MA,Massachusetts,52,91538,6892503
MA,Massachusetts,53,93810,6892503
MA,Massachusetts,54,98557,6892503
MA,Massachusetts,55,99382,6892503
MA,Massachusetts,56,98490,6892503
MA,Massachusetts,57,97343,6892503
MA,Massachusetts,58,98002,6892503
MA,Massachusetts,59,97744,6892503
MA,Massachusetts,60,94559,6892503
MA,Massachusetts,61,93677,6892503
MA,Massachusetts,62,91077,6892503
MA,Massachusetts,63,87174,6892503
MA,Massachusetts,64,85742,6892503
MA,Massachusetts,65,81495,6892503
MA,Massachusetts,66,77937,6892503
MA,Massachusetts,67,74104,6892503
MA,Massachusetts,68,71292,6892503
MA,Massachusetts,69,68900,6892503
MA,Massachusetts,70,67124,6892503
MA,Massachusetts,71,66090,6892503
MA,Massachusetts,72,68638,6892503
MA,Massachusetts,73,49455,6892503
MA,Massachusetts,74,48270,6892503
MA,Massachusetts,75,46461,6892503
MA,Massachusetts,76,47435,6892503
MA,Massachusetts,77,40183,6892503
MA,Massachusetts,78,35310,6892503
MA,Massachusetts,79,32614,6892503
MA,Massachusetts,80,30565,6892503
MA,Massachusetts,81,28934,6892503
MA,Massachusetts,82,26588,6892503
MA,Massachusetts,83,25006,6892503
MA,Massachusetts,84,23408,6892503
MA,Massachusetts,85+,159523,6892503
MI,Michigan,0,109018,9986857
MI,Michigan,1,110855,9986857
MI,Michigan,2,113925,9986857
MI,Michigan,3,115735,9986857
MI,Michigan,4,116909,9986857
MI,Michigan,5,117356,9986857
MI,Michigan,6,116303,9986857
MI,Michigan,7,116857,9986857
MI,Michigan,8,117405,9986857
MI,Michigan,9,118404,9986857
MI,Michigan,10,117938,9986857
MI,Michigan,11,121150,9986857
MI,Michigan,12,123257,9986857
MI,Michigan,13,123542,9986857
MI,Michigan,14,124477,9986857
MI,Michigan,15,126809,9986857
MI,Michigan,16,126571,9986857
MI,Michigan,17,127422,9986857
MI,Michigan,18,132978,9986857
MI,Michigan,19,130779,9986857
MI,Michigan,20,133397,9986857
MI,Michigan,21,137174,9986857
MI,Michigan,22,137153,9986857
MI,Michigan,23,136934,9986857
MI,Michigan,24,137108,9986857
MI,Michigan,25,136931,9986857
MI,Michigan,26,137026,9986857
MI,Michigan,27,139338,9986857
MI,Michigan,28,143929,9986857
MI,Michigan,29,140587,9986857
MI,Michigan,30,128880,9986857
MI,Michigan,31,123774,9986857
MI,Michigan,32,119018,9986857
MI,Michigan,33,120582,9986857
MI,Michigan,34,121549,9986857
MI,Michigan,35,117167,9986857
MI,Michigan,36,119570,9986857
MI,Michigan,37,120336,9986857
MI,Michigan,38,120002,9986857
MI,Michigan,39,122253,9986857
MI,Michigan,40,116741,9986857
MI,Michigan,41,114608,9986857
MI,Michigan,42,112826,9986857
MI,Michigan,43,109581,9986857
MI,Michigan,44,113088,9986857
MI,Michigan,45,111496,9986857
MI,Michigan,46,114655,9986857
MI,Michigan,47,122216,9986857
MI,Michigan,48,131446,9986857
MI,Michigan,49,132718,9986857
MI,Michigan,50,126242,9986857
MI,Michigan,51,124753,9986857
MI,Michigan,52,126592,9986857
MI,Michigan,53,128923,9986857
MI,Michigan,54,135638,9986857
MI,Michigan,55,140090,9986857
MI,Michigan,56,140459,9986857
MI,Michigan,57,141041,9986857
MI,Michigan,58,143097,9986857
MI,Michigan,59,143464,9986857
MI,Michigan,60,141059,9986857
MI,Michigan,61,142403,9986857
MI,Michigan,62,140824,9986857
MI,Michigan,63,134780,9986857
MI,Michigan,64,132318,9986857
MI,Michigan,65,126940,9986857
MI,Michigan,66,121078,9986857
MI,Michigan,67,117131,9986857
MI,Michigan,68,112450,9986857
MI,Michigan,69,106780,9986857
MI,Michigan,70,103194,9986857
MI,Michigan,71,100426,9986857
MI,Michigan,72,103752,9986857
MI,Michigan,73,73965,9986857
MI,Michigan,74,71864,9986857
MI,Michigan,75,70803,9986857
MI,Michigan,76,73477,9986857
MI,Michigan,77,63216,9986857
MI,Michigan,78,55537,9986857
MI,Michigan,79,50576,9986857
MI,Michigan,80,46953,9986857
MI,Michigan,81,43844,9986857
MI,Michigan,82,39177,9986857
MI,Michigan,83,36936,9986857
MI,Michigan,84,34166,9986857
MI,Michigan,85+,213136,9986857
MN,Minnesota,0,67629,5639632
MN,Minnesota,1,68358,5639632
MN,Minnesota,2,70924,5639632
MN,Minnesota,3,71994,5639632
MN,Minnesota,4,72717,5639632
MN,Minnesota,5,73198,5639632
MN,Minnesota,6,72479,5639632
MN,Minnesota,7,72218,5639632
MN,Minnesota,8,72021,5639632
MN,Minnesota,9,72930,5639632
MN,Minnesota,10,72470,5639632
MN,Minnesota,11,74606,5639632
MN,Minnesota,12,74885,5639632
MN,Minnesota,13,73855,5639632
MN,Minnesota,14,73931,5639632
MN,Minnesota,15,74482,5639632
MN,Minnesota,16,72997,5639632
MN,Minnesota,17,71463,5639632
MN,Minnesota,18,70683,5639632
MN,Minnesota,19,71506,5639632
MN,Minnesota,20,70536,5639632
MN,Minnesota,21,70485,5639632
MN,Minnesota,22,71579,5639632
MN,Minnesota,23,70633,5639632
MN,Minnesota,24,72696,5639632
MN,Minnesota,25,74285,5639632
MN,Minnesota,26,75751,5639632
MN,Minnesota,27,77240,5639632
MN,Minnesota,28,75161,5639632
MN,Minnesota,29,76350,5639632
MN,Minnesota,30,75019,5639632
MN,Minnesota,31,75283,5639632
MN,Minnesota,32,76349,5639632
MN,Minnesota,33,77613,5639632
MN,Minnesota,34,79565,5639632
MN,Minnesota,35,77267,5639632
MN,Minnesota,36,78038,5639632
MN,Minnesota,37,78602,5639632
MN,Minnesota,38,77470,5639632
MN,Minnesota,39,77438,5639632
MN,Minnesota,40,72056,5639632
MN,Minnesota,41,69174,5639632
MN,Minnesota,42,66598,5639632
MN,Minnesota,43,63922,5639632
MN,Minnesota,44,65012,5639632
MN,Minnesota,45,61423,5639632
MN,Minnesota,46,61633,5639632
MN,Minnesota,47,64527,5639632
MN,Minnesota,48,69982,5639632
MN,Minnesota,49,71278,5639632
MN,Minnesota,50,68291,5639632
MN,Minnesota,51,66447,5639632
MN,Minnesota,52,66875,5639632
MN,Minnesota,53,69121,5639632
MN,Minnesota,54,73784,5639632
MN,Minnesota,55,76110,5639632
MN,Minnesota,56,77519,5639632
MN,Minnesota,57,77964,5639632
MN,Minnesota,58,79482,5639632
MN,Minnesota,59,79890,5639632
MN,Minnesota,60,76695,5639632
MN,Minnesota,61,75621,5639632
MN,Minnesota,62,73793,5639632
MN,Minnesota,63,70386,5639632
MN,Minnesota,64,68961,5639632
MN,Minnesota,65,66179,5639632
MN,Minnesota,66,63334,5639632
MN,Minnesota,67,61058,5639632
MN,Minnesota,68,57900,5639632
MN,Minnesota,69,55205,5639632
MN,Minnesota,70,52012,5639632
MN,Minnesota,71,50157,5639632
MN,Minnesota,72,51460,5639632
MN,Minnesota,73,37017,5639632
MN,Minnesota,74,36737,5639632
MN,Minnesota,75,35475,5639632
MN,Minnesota,76,36530,5639632
MN,Minnesota,77,31406,5639632
MN,Minnesota,78,28616,5639632
MN,Minnesota,79,26784,5639632
MN,Minnesota,80,24893,5639632
MN,Minnesota,81,23269,5639632
MN,Minnesota,82,21322,5639632
MN,Minnesota,83,20107,5639632
MN,Minnesota,84,18311,5639632
MN,Minnesota,85+,122610,5639632
MS,Mississippi,0,35518,2976149
MS,Mississippi,1,36238,2976149
MS,Mississippi,2,36965,2976149
MS,Mississippi,3,37210,2976149
MS,Mississippi,4,37547,2976149
MS,Mississippi,5,37412,2976149
MS,Mississippi,6,37184,2976149
MS,Mississippi,7,38131,2976149
MS,Mississippi,8,38096,2976149
MS,Mississippi,9,38554,2976149
MS,Mississippi,10,40138,2976149
MS,Mississippi,11,41731,2976149
MS,Mississippi,12,42818,2976149
MS,Mississippi,13,41169,2976149
MS,Mississippi,14,40426,2976149
MS,Mississippi,15,40206,2976149
MS,Mississippi,16,39856,2976149
MS,Mississippi,17,39384,2976149
MS,Mississippi,18,40203,2976149
MS,Mississippi,19,41701,2976149
MS,Mississippi,20,40055,2976149
MS,Mississippi,21,40410,2976149
MS,Mississippi,22,40252,2976149
MS,Mississippi,23,40151,2976149
MS,Mississippi,24,40649,2976149
MS,Mississippi,25,40196,2976149
MS,Mississippi,26,41132,2976149
MS,Mississippi,27,41738,2976149
MS,Mississippi,28,42243,2976149
MS,Mississippi,29,41680,2976149
MS,Mississippi,30,39659,2976149
MS,Mississippi,31,36865,2976149
MS,Mississippi,32,36215,2976149
MS,Mississippi,33,36510,2976149
MS,Mississippi,34,37509,2976149
MS,Mississippi,35,36354,2976149
MS,Mississippi,36,37414,2976149
MS,Mississippi,37,38006,2976149
MS,Mississippi,38,38306,2976149
MS,Mississippi,39,38988,2976149
MS,Mississippi,40,36163,2976149
MS,Mississippi,41,35693,2976149
MS,Mississippi,42,35512,2976149
MS,Mississippi,43,34399,2976149
MS,Mississippi,44,34919,2976149
MS,Mississippi,45,34065,2976149
MS,Mississippi,46,34820,2976149
MS,Mississippi,47,36761,2976149
MS,Mississippi,48,38188,2976149
MS,Mississippi,49,37999,2976149
MS,Mississippi,50,35717,2976149
MS,Mississippi,51,35301,2976149
MS,Mississippi,52,34970,2976149
MS,Mississippi,53,35758,2976149
MS,Mississippi,54,38461,2976149
MS,Mississippi,55,39033,2976149
MS,Mississippi,56,39109,2976149
MS,Mississippi,57,39387,2976149
MS,Mississippi,58,39681,2976149
MS,Mississippi,59,40104,2976149
MS,Mississippi,60,38821,2976149
MS,Mississippi,61,38053,2976149
MS,Mississippi,62,38346,2976149
MS,Mississippi,63,36735,2976149
MS,Mississippi,64,36642,2976149
MS,Mississippi,65,34876,2976149
MS,Mississippi,66,32774,2976149
MS,Mississippi,67,31740,2976149
MS,Mississippi,68,31008,2976149
MS,Mississippi,69,30213,2976149
MS,Mississippi,70,28776,2976149
MS,Mississippi,71,28210,2976149
MS,Mississippi,72,29539,2976149
MS,Mississippi,73,21096,2976149
MS,Mississippi,74,20723,2976149
MS,Mississippi,75,19975,2976149
MS,Mississippi,76,19967,2976149
MS,Mississippi,77,17110,2976149
MS,Mississippi,78,15780,2976149
MS,Mississippi,79,14797,2976149
MS,Mississippi,80,13569,2976149
MS,Mississippi,81,12964,2976149
MS,Mississippi,82,11219,2976149
MS,Mississippi,83,10466,2976149
MS,Mississippi,84,9593,2976149
MS,Mississippi,85+,52298,2976149
MO,Missouri,0,71012,6137428
MO,Missouri,1,72134,6137428
MO,Missouri,2,74086,6137428
MO,Missouri,3,75166,6137428
MO,Missouri,4,75682,6137428
MO,Missouri,5,75978,6137428
MO,Missouri,6,75161,6137428
MO,Missouri,7,75274,6137428
MO,Missouri,8,75954,6137428
MO,Missouri,9,76058,6137428
MO,Missouri,10,76383,6137428
MO,Missouri,11,78825,6137428
MO,Missouri,12,79078,6137428
MO,Missouri,13,78762,6137428
MO,Missouri,14,78067,6137428
MO,Missouri,15,77994,6137428
MO,Missouri,16,77767,6137428
MO,Missouri,17,77204,6137428
MO,Missouri,18,76383,6137428
MO,Missouri,19,80323,6137428
MO,Missouri,20,80313,6137428
MO,Missouri,21,81129,6137428
MO,Missouri,22,81319,6137428
MO,Missouri,23,80806,6137428
MO,Missouri,24,81231,6137428
MO,Missouri,25,82492,6137428
MO,Missouri,26,83529,6137428
MO,Missouri,27,87108,6137428
MO,Missouri,28,87237,6137428
MO,Missouri,29,85048,6137428
MO,Missouri,30,81566,6137428
MO,Missouri,31,78835,6137428
MO,Missouri,32,78678,6137428
MO,Missouri,33,80493,6137428
MO,Missouri,34,80901,6137428
MO,Missouri,35,78164,6137428
MO,Missouri,36,80306,6137428
MO,Missouri,37,79421,6137428
MO,Missouri,38,79064,6137428
MO,Missouri,39,80090,6137428
MO,Missouri,40,74472,6137428
MO,Missouri,41,72679,6137428
MO,Missouri,42,71164,6137428
MO,Missouri,43,68257,6137428
MO,Missouri,44,70122,6137428
MO,Missouri,45,67442,6137428
MO,Missouri,46,68678,6137428
MO,Missouri,47,72698,6137428
MO,Missouri,48,77479,6137428
MO,Missouri,49,77168,6137428
MO,Missouri,50,72575,6137428
MO,Missouri,51,71089,6137428
MO,Missouri,52,72336,6137428
MO,Missouri,53,73656,6137428
MO,Missouri,54,79823,6137428
MO,Missouri,55,82899,6137428
MO,Missouri,56,84242,6137428
MO,Missouri,57,85582,6137428
MO,Missouri,58,86843,6137428
MO,Missouri,59,86879,6137428
MO,Missouri,60,83537,6137428
MO,Missouri,61,82721,6137428
MO,Missouri,62,82491,6137428
MO,Missouri,63,78567,6137428
MO,Missouri,64,76971,6137428
MO,Missouri,65,73735,6137428
MO,Missouri,66,70284,6137428
MO,Missouri,67,67599,6137428
MO,Missouri,68,65348,6137428
MO,Missouri,69,62740,6137428
MO,Missouri,70,60681,6137428
MO,Missouri,71,59304,6137428
MO,Missouri,72,61904,6137428
MO,Missouri,73,44526,6137428
MO,Missouri,74,44044,6137428
MO,Missouri,75,43455,6137428
MO,Missouri,76,44148,6137428
MO,Missouri,77,37970,6137428
MO,Missouri,78,34681,6137428
MO,Missouri,79,31887,6137428
MO,Missouri,80,29560,6137428
MO,Missouri,81,27517,6137428
MO,Missouri,82,24490,6137428
MO,Missouri,83,23156,6137428
MO,Missouri,84,21477,6137428
MO,Missouri,85+,133531,6137428
MT,Montana,0,11659,1068778
MT,Montana,1,11540,1068778
MT,Montana,2,12346,1068778
MT,Montana,3,12659,1068778
MT,Montana,4,12952,1068778
MT,Montana,5,12860,1068778
MT,Montana,6,12713,1068778
MT,Montana,7,12782,1068778
MT,Montana,8,12721,1068778
MT,Montana,9,12800,1068778
MT,Montana,10,12860,1068778
MT,Montana,11,13288,1068778
MT,Montana,12,13359,1068778
MT,Montana,13,13126,1068778
MT,Montana,14,12796,1068778
MT,Montana,15,12806,1068778
MT,Montana,16,12707,1068778
MT,Montana,17,12614,1068778
MT,Montana,18,12490,1068778
MT,Montana,19,13338,1068778
MT,Montana,20,13855,1068778
MT,Montana,21,14251,1068778
MT,Montana,22,14694,1068778
MT,Montana,23,14823,1068778
MT,Montana,24,14313,1068778
MT,Montana,25,14170,1068778
MT,Montana,26,14413,1068778
MT,Montana,27,14723,1068778
MT,Montana,28,14352,1068778
MT,Montana,29,14019,1068778
MT,Montana,30,13550,1068778
MT,Montana,31,13202,1068778
MT,Montana,32,13132,1068778
MT,Montana,33,13241,1068778
MT,Montana,34,13584,1068778
MT,Montana,35,13543,1068778
MT,Montana,36,13856,1068778
MT,Montana,37,13937,1068778
MT,Montana,38,13477,1068778
MT,Montana,39,13884,1068778
MT,Montana,40,12823,1068778
MT,Montana,41,12686,1068778
MT,Montana,42,12273,1068778
MT,Montana,43,11725,1068778
MT,Montana,44,11591,1068778
MT,Montana,45,11131,1068778
MT,Montana,46,11158,1068778
MT,Montana,47,11453,1068778
MT,Montana,48,12300,1068778
MT,Montana,49,12347,1068778
MT,Montana,50,11769,1068778
MT,Montana,51,11381,1068778
MT,Montana,52,11522,1068778
MT,Montana,53,11735,1068778
MT,Montana,54,13004,1068778
MT,Montana,55,13645,1068778
MT,Montana,56,14156,1068778
MT,Montana,57,14590,1068778
MT,Montana,58,15154,1068778
MT,Montana,59,15423,1068778
MT,Montana,60,15277,1068778
MT,Montana,61,15571,1068778
MT,Montana,62,15613,1068778
MT,Montana,63,15359,1068778
MT,Montana,64,15220,1068778
MT,Montana,65,15048,1068778
MT,Montana,66,14710,1068778
MT,Montana,67,14248,1068778
MT,Montana,68,13613,1068778
MT,Montana,69,13051,1068778
MT,Montana,70,12352,1068778
MT,Montana,71,11940,1068778
MT,Montana,72,12294,1068778
MT,Montana,73,8792,1068778
MT,Montana,74,8583,1068778
MT,Montana,75,8354,1068778
MT,Montana,76,8349,1068778
MT,Montana,77,7069,1068778
MT,Montana,78,6574,1068778
MT,Montana,79,5919,1068778
MT,Montana,80,5415,1068778
MT,Montana,81,4954,1068778
MT,Montana,82,4537,1068778
MT,Montana,83,4098,1068778
MT,Montana,84,3682,1068778
MT,Montana,85+,22855,1068778
NE,Nebraska,0,25252,1934408
NE,Nebraska,1,25379,1934408
NE,Nebraska,2,26343,1934408
NE,Nebraska,3,26675,1934408
NE,Nebraska,4,27231,1934408
NE,Nebraska,5,26874,1934408
NE,Nebraska,6,26478,1934408
NE,Nebraska,7,26158,1934408
NE,Nebraska,8,26291,1934408
NE,Nebraska,9,26556,1934408
NE,Nebraska,10,26740,1934408
NE,Nebraska,11,27023,1934408
NE,Nebraska,12,26770,1934408
NE,Nebraska,13,26642,1934408
NE,Nebraska,14,26764,1934408
NE,Nebraska,15,26556,1934408
NE,Nebraska,16,26405,1934408
NE,Nebraska,17,25937,1934408
NE,Nebraska,18,25727,1934408
NE,Nebraska,19,28020,1934408
NE,Nebraska,20,28017,1934408
NE,Nebraska,21,27520,1934408
NE,Nebraska,22,26899,1934408
NE,Nebraska,23,26587,1934408
NE,Nebraska,24,26528,1934408
NE,Nebraska,25,26357,1934408
NE,Nebraska,26,26174,1934408
NE,Nebraska,27,26787,1934408
NE,Nebraska,28,25415,1934408
NE,Nebraska,29,24976,1934408
NE,Nebraska,30,24331,1934408
NE,Nebraska,31,24726,1934408
NE,Nebraska,32,25014,1934408
NE,Nebraska,33,25361,1934408
NE,Nebraska,34,26197,1934408
NE,Nebraska,35,25578,1934408
NE,Nebraska,36,26322,1934408
NE,Nebraska,37,26228,1934408
NE,Nebraska,38,25929,1934408
NE,Nebraska,39,25947,1934408
NE,Nebraska,40,23732,1934408
NE,Nebraska,41,23079,1934408
NE,Nebraska,42,22434,1934408
NE,Nebraska,43,21610,1934408
NE,Nebraska,44,22280,1934408
NE,Nebraska,45,21025,1934408
NE,Nebraska,46,20656,1934408
NE,Nebraska,47,21886,1934408
NE,Nebraska,48,22448,1934408
NE,Nebraska,49,22687,1934408
NE,Nebraska,50,21421,1934408
NE,Nebraska,51,20599,1934408
NE,Nebraska,52,20797,1934408
NE,Nebraska,53,21308,1934408
NE,Nebraska,54,22981,1934408
NE,Nebraska,55,23877,1934408
NE,Nebraska,56,24326,1934408
NE,Nebraska,57,24763,1934408
NE,Nebraska,58,25191,1934408
NE,Nebraska,59,25432,1934408
NE,Nebraska,60,24651,1934408
NE,Nebraska,61,24186,1934408
NE,Nebraska,62,23871,1934408
NE,Nebraska,63,23223,1934408
NE,Nebraska,64,22773,1934408
NE,Nebraska,65,21968,1934408
NE,Nebraska,66,20884,1934408
NE,Nebraska,67,20450,1934408
NE,Nebraska,68,19592,1934408
NE,Nebraska,69,18676,1934408
NE,Nebraska,70,17976,1934408
NE,Nebraska,71,17086,1934408
NE,Nebraska,72,17501,1934408
NE,Nebraska,73,12453,1934408
NE,Nebraska,74,12322,1934408
NE,Nebraska,75,12255,1934408
NE,Nebraska,76,12075,1934408
NE,Nebraska,77,10469,1934408
NE,Nebraska,78,9396,1934408
NE,Nebraska,79,8951,1934408
NE,Nebraska,80,8412,1934408
NE,Nebraska,81,8054,1934408
NE,Nebraska,82,7432,1934408
NE,Nebraska,83,6948,1934408
NE,Nebraska,84,6500,1934408
NE,Nebraska,85+,43058,1934408
NV,Nevada,0,35701,3080156
NV,Nevada,1,35854,3080156
NV,Nevada,2,37284,3080156
NV,Nevada,3,38009,3080156
NV,Nevada,4,38727,3080156
NV,Nevada,5,38088,3080156
NV,Nevada,6,38601,3080156
NV,Nevada,7,37927,3080156
NV,Nevada,8,39428,3080156
NV,Nevada,9,39006,3080156
NV,Nevada,10,38907,3080156
NV,Nevada,11,40822,3080156
NV,Nevada,12,40476,3080156
NV,Nevada,13,39767,3080156
NV,Nevada,14,39044,3080156
NV,Nevada,15,38673,3080156
NV,Nevada,16,38452,3080156
NV,Nevada,17,37873,3080156
NV,Nevada,18,35337,3080156
NV,Nevada,19,32296,3080156
NV,Nevada,20,32854,3080156
NV,Nevada,21,34228,3080156
NV,Nevada,22,35936,3080156
NV,Nevada,23,38647,3080156
NV,Nevada,24,40922,3080156
NV,Nevada,25,42329,3080156
NV,Nevada,26,43731,3080156
NV,Nevada,27,46435,3080156
NV,Nevada,28,48176,3080156
NV,Nevada,29,48696,3080156
NV,Nevada,30,46080,3080156
NV,Nevada,31,45171,3080156
NV,Nevada,32,43886,3080156
NV,Nevada,33,44166,3080156
NV,Nevada,34,44446,3080156
