"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"4126000030","09/03/2020","330000.00","1265","0","0","475","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1987","3","2","","","SEWER/SEPTIC INSTALLED"
"6022610720","09/09/2020","420000.00","1839","0","0","900","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2002","3","2","","","SEWER/SEPTIC INSTALLED"
"7275000060","09/11/2020","410000.00","1802","0","1080","696","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1972","4","2","","","SEWER/SEPTIC INSTALLED"
"0320204043","09/10/2020","190000.00","936","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1910","2","1","","","SEWER/SEPTIC INSTALLED"
"6024520110","08/19/2020","579950.00","2860","0","0","656","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"5625002453","09/01/2020","330000.00","1046","0","0","286","0","1","Heat Pump","Frame Vinyl","Drywall","1","Composition Shingle","1967","3","1","","","SEWER/SEPTIC INSTALLED"
"0122315036","09/11/2020","485500.00","1784","0","0","860","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2005","3","2","","","SEWER/SEPTIC INSTALLED"
"6023570320","09/04/2020","410000.00","2269","0","0","480","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","4","3","","","SEWER/SEPTIC INSTALLED"
"0417297003","09/11/2020","785000.00","3072","0","0","681","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"7001431520","08/20/2020","297000.00","2564","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"7002860360","09/14/2020","455690.00","2406","0","0","414","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"5005050160","09/10/2020","451325.00","2419","0","0","441","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"9005950200","09/03/2020","363000.00","1952","0","0","396","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","","SEWER/SEPTIC INSTALLED"
"0619293047","08/27/2020","795000.00","3120","0","0","792","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2019","3","3","","","SEWER/SEPTIC INSTALLED"
"0420332021","09/11/2020","624500.00","1558","0","1548","506","1008","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1987","4","3","","","SEWER/SEPTIC INSTALLED"
"7200002503","09/08/2020","395000.00","1270","0","0","456","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"6026400090","09/10/2020","474450.00","2270","0","0","505","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"3360090190","09/09/2020","546500.00","1280","0","0","0","0","2","Electric Baseboard","Frame Siding","Drywall","2","Formed Seam Metal","1985","3","2","WF River","","SEWER/SEPTIC INSTALLED"
"8880700070","09/12/2020","350000.00","1661","0","0","420","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1958","3","2","","","SEWER/SEPTIC INSTALLED"
"9485000530","09/01/2020","285000.00","906","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1905","2","1","","","SEWER/SEPTIC INSTALLED"
"5003390050","09/10/2020","495000.00","2832","0","0","516","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2017","4","4","","","SEWER/SEPTIC INSTALLED"
"3921011250","09/11/2020","260539.00","1855","0","0","418","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1971","4","3","","","SEWER/SEPTIC INSTALLED"
"4001110060","09/11/2020","280000.00","1440","0","0","420","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","1994","3","2","","","SEWER/SEPTIC INSTALLED"
"3140210300","09/09/2020","435000.00","1292","0","0","0","528","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"3000070100","09/01/2020","630000.00","1922","0","915","735","0","1","Forced Air","Frame Siding","Drywall","1","Concrete Tile","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"5001040620","09/02/2020","395000.00","1636","0","0","400","0","0","Heat Pump","Frame Vinyl","Drywall","1","Composition Shingle","1996","4","2","","","SEWER/SEPTIC INSTALLED"
"7745002922","09/04/2020","305000.00","1292","0","0","440","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1986","2","1","","","SEWER/SEPTIC INSTALLED"
"0519357015","09/03/2020","675000.00","2794","0","0","380","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1994","3","2","","View Lim +","SEWER/SEPTIC INSTALLED"
"0519357015","09/03/2020","675000.00","648","0","0","1408","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1985","3","2","","View Lim +","SEWER/SEPTIC INSTALLED"
"6400010220","09/11/2020","468500.00","1524","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","2","","View Lim","SEWER/SEPTIC INSTALLED"
"0417304011","09/01/2020","544500.00","2252","0","0","1056","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"0417066002","08/28/2020","450000.00","912","216","0","299","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1987","3","2","","","SEWER/SEPTIC INSTALLED"
"7002820360","08/27/2020","669950.00","1627","0","0","751","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"0320271129","09/01/2020","377000.00","1526","0","0","400","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1967","3","1","","","SEWER/SEPTIC INSTALLED"
"8867000150","09/14/2020","300000.00","1084","0","0","276","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1971","4","2","","","SEWER/SEPTIC INSTALLED"
"6027550090","09/15/2020","574995.00","3073","0","0","374","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"4003290010","09/01/2020","896871.00","2479","0","980","680","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"6024140130","09/14/2020","901000.00","2300","0","2160","754","0","2","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2003","5","5","","View Avg","SEWER/SEPTIC INSTALLED"
"3155000070","09/12/2020","404000.00","1264","0","0","483","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1963","3","2","","","SEWER/SEPTIC INSTALLED"
"0320324161","09/03/2020","224000.00","1125","0","0","312","0","1","Electric Baseboard","Frame Vinyl","Drywall","1","Composition Shingle","1966","3","1","","","SEWER/SEPTIC INSTALLED"
"3365200353","09/11/2020","381214.00","1435","0","0","429","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"8865000320","09/10/2020","357000.00","1392","0","0","457","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1982","2","2","","","SEWER/SEPTIC INSTALLED"
"2387200040","09/10/2020","480000.00","1776","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Built Up Rock","1967","4","2","","","SEWER/SEPTIC INSTALLED"
"2007280060","09/08/2020","410000.00","1164","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1900","3","2","","","SEWER/SEPTIC INSTALLED"
"6023340960","09/11/2020","325000.00","1352","0","0","405","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2002","3","2","","","SEWER/SEPTIC INSTALLED"
"8000111762","09/02/2020","330025.00","1126","0","0","504","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1990","3","2","","","SEWER/SEPTIC INSTALLED"
"7001330240","09/11/2020","470000.00","1831","0","0","439","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"0419168015","08/24/2020","850000.00","3618","0","0","924","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1940","4","4","","","SEWER/SEPTIC INSTALLED"
"5004150250","09/11/2020","435000.00","2690","0","0","400","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2012","4","3","","","SEWER/SEPTIC INSTALLED"
"0220033143","09/10/2020","784950.00","2518","0","0","552","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2014","3","3","","","SEWER/SEPTIC INSTALLED"
"4770000150","09/10/2020","314599.00","1264","384","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1970","2","1","","","SEWER/SEPTIC INSTALLED"
"6180000471","09/12/2020","345000.00","1590","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1964","3","2","","","SEWER/SEPTIC INSTALLED"
"7882001310","09/14/2020","265000.00","1324","0","0","462","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1992","3","2","","","SEWER/SEPTIC INSTALLED"
"7002130350","09/12/2020","390000.00","1857","0","0","342","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","2","","","SEWER/SEPTIC INSTALLED"
"6905003990","09/14/2020","350000.00","1014","0","0","0","576","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","3","2","","","SEWER/SEPTIC INSTALLED"
"0418182035","09/11/2020","758000.00","2906","0","0","638","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2007","3","2","","","SEWER/SEPTIC INSTALLED"
"0420323106","08/24/2020","699000.00","2216","0","2060","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1964","5","2","","","SEWER/SEPTIC INSTALLED"
"2827440550","09/14/2020","1291250.00","4095","0","2225","816","0","3","Heat Pump","Frame Siding","Drywall","2","Concrete Tile","1994","5","5","","View Lim","SEWER/SEPTIC INSTALLED"
"7001260370","08/26/2020","493950.00","2302","0","0","612","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2000","3","3","","","SEWER/SEPTIC INSTALLED"
"5005050210","09/10/2020","448396.00","1983","0","0","441","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"7882250120","09/03/2020","390000.00","1513","0","0","431","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"5002720980","09/10/2020","369000.00","1896","0","0","388","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","2","","","SEWER/SEPTIC INSTALLED"
"5065501881","09/02/2020","335950.00","1008","0","0","336","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1976","3","1","","","SEWER/SEPTIC INSTALLED"
"5705000280","09/15/2020","154000.00","1984","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1900","3","1","","","SEWER/SEPTIC INSTALLED"
"6565000410","09/10/2020","330000.00","1120","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1925","3","2","","","SEWER/SEPTIC INSTALLED"
"6024460320","09/14/2020","395000.00","2212","0","0","430","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","3","3","","","SEWER/SEPTIC INSTALLED"
"6025275290","09/12/2020","390000.00","1901","0","0","402","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","3","3","","","SEWER/SEPTIC INSTALLED"
"5004731650","08/31/2020","427000.00","2375","0","0","399","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","5","3","","","SEWER/SEPTIC INSTALLED"
"0319352005","09/14/2020","620000.00","1198","0","0","0","0","0","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","1924","3","1","","","SEWER/SEPTIC INSTALLED"
"4001010020","09/10/2020","490000.00","1893","0","0","414","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"5004870020","09/11/2020","475000.00","2647","0","0","477","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2014","5","3","","","SEWER/SEPTIC INSTALLED"
"2017270080","09/10/2020","340000.00","1158","0","0","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","2","2","","","SEWER/SEPTIC INSTALLED"
"0520345040","08/31/2020","639950.00","2975","0","0","654","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2014","4","3","","","SEWER/SEPTIC INSTALLED"
"7785001542","09/03/2020","93000.00","792","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1947","1","1","","","SEWER/SEPTIC INSTALLED"
"4001790020","09/15/2020","618500.00","2384","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","4","3","","","SEWER/SEPTIC INSTALLED"
"2975000070","09/11/2020","350000.00","1318","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1932","3","2","","","SEWER/SEPTIC INSTALLED"
"2975000070","09/11/2020","350000.00","480","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1932","1","1","","","SEWER/SEPTIC INSTALLED"
"0420274025","09/14/2020","415000.00","1444","0","0","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1900","4","2","","","SEWER/SEPTIC INSTALLED"
"7002811830","08/20/2020","708647.00","3584","0","0","740","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2020","4","5","","","SEWER/SEPTIC INSTALLED"
"6570000460","09/09/2020","644990.00","1158","550","1140","432","0","1","Forced Air","Frame Vinyl","Drywall","1","Formed Seam Metal","1939","3","3","","","SEWER/SEPTIC INSTALLED"
"5004990390","09/04/2020","422746.00","2417","0","0","595","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"3595000080","09/14/2020","295000.00","954","0","954","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1921","2","1","","","SEWER/SEPTIC INSTALLED"
"7002532340","09/14/2020","509217.00","2693","0","0","441","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"6411500090","09/11/2020","520000.00","1906","0","0","484","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1980","3","3","","","SEWER/SEPTIC INSTALLED"
"6025380280","09/10/2020","425000.00","1836","0","0","394","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2012","3","3","","","SEWER/SEPTIC INSTALLED"
"7176000580","09/11/2020","357500.00","1133","0","0","377","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1978","3","1","","","SEWER/SEPTIC INSTALLED"
"5001400350","09/12/2020","365000.00","1520","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"4490000410","09/15/2020","134550.00","1206","312","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1941","2","1","","","SEWER/SEPTIC INSTALLED"
"7002531470","09/10/2020","499950.00","1886","0","0","400","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"7002570040","09/10/2020","450000.00","2303","380","0","380","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"6021930830","09/08/2020","371000.00","1570","0","0","630","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1997","3","2","","","SEWER/SEPTIC INSTALLED"
"3001230130","09/12/2020","780000.00","2593","0","0","441","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"4725000850","09/10/2020","200000.00","1356","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1940","3","1","","","SEWER/SEPTIC INSTALLED"
"7002160320","09/12/2020","230000.00","3190","0","0","943","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2008","4","3","","","SEWER/SEPTIC INSTALLED"
"0122202011","09/11/2020","725450.00","2616","0","0","576","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","3","4","","","SEWER/SEPTIC INSTALLED"
"7996500060","09/14/2020","610000.00","2272","0","0","723","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1991","3","3","","","SEWER/SEPTIC INSTALLED"
"8000380600","09/01/2020","487223.00","2836","0","0","462","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"5590000460","09/04/2020","333500.00","1090","0","0","350","0","1","Forced Air","Frame Siding","Drywall","1","Built Up Rock","1960","3","2","","","SEWER/SEPTIC INSTALLED"
"4850200320","09/14/2020","455700.00","1364","0","0","536","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"6024791570","09/11/2020","465000.00","2701","0","0","471","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","3","3","","","SEWER/SEPTIC INSTALLED"
"5300400220","09/14/2020","478000.00","2123","0","0","600","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Concrete Tile","1964","4","2","","","SEWER/SEPTIC INSTALLED"
"7001991280","09/14/2020","397000.00","2267","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2010","3","3","","","SEWER/SEPTIC INSTALLED"
"0416227008","09/10/2020","650000.00","2756","0","0","832","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"2235000111","09/02/2020","400000.00","1520","0","0","440","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"6022580070","09/15/2020","567000.00","2119","0","0","680","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Concrete Tile","1998","3","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"6022310060","09/08/2020","440000.00","2395","0","0","575","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1998","4","3","","","SEWER/SEPTIC INSTALLED"
"5165500070","09/11/2020","295000.00","1704","0","0","484","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1972","2","2","","","SEWER/SEPTIC INSTALLED"
"3950000050","09/01/2020","270000.00","820","0","168","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1913","2","1","","","SEWER/SEPTIC INSTALLED"
"6020820260","09/14/2020","425000.00","1688","0","0","630","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","3","3","","","SEWER/SEPTIC INSTALLED"
"0420282044","09/08/2020","400000.00","1664","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1928","5","2","","","SEWER/SEPTIC INSTALLED"
"7470030890","09/14/2020","330000.00","910","432","384","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1922","4","1","","","SEWER/SEPTIC INSTALLED"
"2695000320","09/03/2020","300000.00","1152","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1964","3","1","","","SEWER/SEPTIC INSTALLED"
"6590000522","09/14/2020","319500.00","970","0","0","254","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"6934000070","08/21/2020","655000.00","2231","0","1768","600","0","2","Forced Air","Frame Siding","Drywall","1","Concrete Tile","1991","4","3","","View Avg","SEWER/SEPTIC INSTALLED"
"3450001721","09/15/2020","364950.00","1296","0","720","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1910","3","1","","","SEWER/SEPTIC INSTALLED"
"6023011110","09/16/2020","362000.00","1238","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","3","3","","","SEWER/SEPTIC INSTALLED"
"0520058007","09/10/2020","1120000.00","3456","0","0","0","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1968","5","3","","","SEWER/SEPTIC INSTALLED"
"4720002050","09/03/2020","390000.00","1344","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1975","4","1","","","SEWER/SEPTIC INSTALLED"
"6023950280","09/13/2020","477000.00","2300","0","0","506","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"5335020061","08/22/2020","455000.00","1905","0","0","420","0","1","Forced Air","Frame Stucco","Drywall","1","Composition Shingle","1971","4","2","","","SEWER/SEPTIC INSTALLED"
"9044060140","09/03/2020","624999.00","1616","0","1724","0","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1990","3","3","","View Good","SEWER/SEPTIC INSTALLED"
"2103000280","09/14/2020","560000.00","2039","0","0","385","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1974","5","3","","","SEWER/SEPTIC INSTALLED"
"7001660930","09/11/2020","662800.00","3581","0","0","460","288","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2004","5","3","","","SEWER/SEPTIC INSTALLED"
"2355000030","08/05/2020","145703.00","1640","0","0","484","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","2","","","SEWER/SEPTIC INSTALLED"
"0220016010","09/14/2020","458000.00","1364","0","0","426","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2000","3","2","","","SEWER/SEPTIC INSTALLED"
"6027484140","09/16/2020","324995.00","952","0","0","273","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","2","2","","","SEWER/SEPTIC INSTALLED"
"6531500150","09/15/2020","541500.00","1598","0","1380","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1990","4","3","","","SEWER/SEPTIC INSTALLED"
"6960000020","08/27/2020","300000.00","1290","0","0","0","360","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1942","4","1","","","SEWER/SEPTIC INSTALLED"
"5000100200","09/14/2020","330000.00","1438","0","0","490","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1991","3","2","","","SEWER/SEPTIC INSTALLED"
"7002180460","09/15/2020","523000.00","2276","0","0","428","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2013","4","3","","","SEWER/SEPTIC INSTALLED"
"0317361005","09/15/2020","889000.00","3514","0","0","804","0","2","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2016","3","4","","","SEWER/SEPTIC INSTALLED"
"0320238054","09/15/2020","475000.00","1783","0","1183","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"6025533340","09/15/2020","445000.00","2166","0","0","556","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2014","4","3","","","SEWER/SEPTIC INSTALLED"
"4429000100","08/26/2020","350000.00","1890","0","0","0","720","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1982","3","2","","","SEWER/SEPTIC INSTALLED"
"5610100470","09/14/2020","388300.00","1440","0","0","462","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1989","3","3","","","SEWER/SEPTIC INSTALLED"
"6021380480","08/26/2020","455000.00","2222","0","0","807","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"7882230670","09/14/2020","315000.00","1296","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1978","3","1","","","SEWER/SEPTIC INSTALLED"
"0219113041","09/15/2020","240000.00","2330","0","0","400","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","4","3","","","SEWER/SEPTIC INSTALLED"
"4003480350","09/16/2020","634995.00","2945","0","0","623","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"4930000020","09/15/2020","340000.00","1910","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1967","3","2","","","SEWER/SEPTIC INSTALLED"
"4940002430","09/11/2020","296000.00","832","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1918","2","1","","","SEWER/SEPTIC INSTALLED"
"8967020150","09/04/2020","500000.00","2162","0","0","440","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1983","3","2","","","SEWER/SEPTIC INSTALLED"
"4001380050","09/10/2020","950000.00","3036","528","962","864","0","3","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","4","5","","","SEWER/SEPTIC INSTALLED"
"9005170130","09/15/2020","428000.00","2096","0","0","484","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"7001990850","09/11/2020","400000.00","2644","0","0","420","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2006","3","3","","","SEWER/SEPTIC INSTALLED"
"0319234078","09/16/2020","450000.00","1365","0","0","509","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1996","2","3","","","SEWER/SEPTIC INSTALLED"
"7470024350","09/11/2020","203000.00","1194","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1924","3","1","","","SEWER/SEPTIC INSTALLED"
"5004990400","09/15/2020","451950.00","3062","0","0","438","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"6100000830","09/08/2020","405000.00","1740","210","0","336","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1956","5","3","","","SEWER/SEPTIC INSTALLED"
"6023780640","09/14/2020","405000.00","1728","0","0","438","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"8971000080","09/01/2020","366000.00","1448","0","0","484","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1980","3","2","","","SEWER/SEPTIC INSTALLED"
"6027430140","08/21/2020","562950.00","3195","0","0","580","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"7002901600","09/01/2020","384190.00","732","0","972","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","2","2","","","SEWER/SEPTIC INSTALLED"
"5305400200","09/14/2020","510000.00","2508","0","540","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1954","5","4","","","SEWER/SEPTIC INSTALLED"
"6027330030","09/10/2020","522875.00","2904","0","0","558","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"2015200071","09/16/2020","295000.00","1147","0","0","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","3","2","","","SEWER/SEPTIC INSTALLED"
